Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
PAULO,2023-01-09 18:47:14,00:20:52,,One-Punch Man: Temporada 2: As variedades do orgulho (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:22:18,00:22:18,BR (Brazil)
PAULO,2023-01-09 18:26:18,00:20:56,,One-Punch Man: Temporada 2: Justiça sob cerco (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:22:19,00:22:19,BR (Brazil)
PAULO,2023-01-08 22:38:19,00:22:22,,One-Punch Man: Temporada 2: O maior dos dilemas (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:23:48,00:23:48,BR (Brazil)
PAULO,2023-01-08 22:17:50,00:20:28,,One-Punch Man: Temporada 2: A resistência dos fortes (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:22:20,00:22:20,BR (Brazil)
PAULO,2023-01-08 21:57:05,00:20:41,,One-Punch Man: Temporada 2: Herói Classe S (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:21:57,00:21:57,BR (Brazil)
PAULO,2023-01-08 21:36:50,00:20:11,,One-Punch Man: Temporada 2: A revolta dos monstros (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:21:35,00:21:35,BR (Brazil)
PAULO,2023-01-08 21:11:14,00:19:57,,One-Punch Man: Temporada 2: O torneio de artes marciais (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:21:22,00:21:22,BR (Brazil)
PAULO,2023-01-08 20:45:11,00:20:44,,One-Punch Man: Temporada 2: Metal Bat (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:21:59,00:21:59,BR (Brazil)
PAULO,2023-01-08 20:24:54,00:19:49,,One-Punch Man: Temporada 2: A caça começa (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:21:14,00:21:14,BR (Brazil)
PAULO,2023-01-08 19:56:10,00:19:07,,One-Punch Man: Temporada 2: Monstro humano (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:20:30,00:20:30,BR (Brazil)
PAULO,2023-01-08 19:32:07,00:22:17,,One-Punch Man: Temporada 2: Retorno do herói (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:22:04,00:22:04,BR (Brazil)
PAULO,2023-01-08 19:11:00,00:21:02,,One-Punch Man: Temporada 1: O herói mais forte (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:21:01,00:21:01,BR (Brazil)
PAULO,2023-01-08 18:49:59,00:20:58,,One-Punch Man: Temporada 1: Conquistador do universo (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:22:22,00:22:22,BR (Brazil)
PAULO,2023-01-08 18:42:57,00:07:00,,One-Punch Man: Temporada 1: Perigo incomparável (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:22:28,00:22:28,BR (Brazil)
PAULO,2022-12-30 20:20:58,00:14:04,,One-Punch Man: Temporada 1: Perigo incomparável (Episódio 10),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:15:30,Not latest view,BR (Brazil)
PAULO,2022-12-30 20:00:22,00:20:32,,One-Punch Man: Temporada 1: Ciclista da Justiça (Episódio 9),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:21:56,00:21:56,BR (Brazil)
PAULO,2022-12-30 19:39:20,00:20:59,,One-Punch Man: Temporada 1: Rei do Mar Profundo (Episódio 8),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:22:25,00:22:25,BR (Brazil)
PAULO,2022-12-30 19:16:49,00:20:41,,One-Punch Man: Temporada 1: O aprendiz supremo (Episódio 7),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:22:08,00:22:08,BR (Brazil)
PAULO,2022-12-30 18:56:47,00:19:48,,One-Punch Man: Temporada 1: A cidade fantasma (Episódio 6),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:21:12,00:21:12,BR (Brazil)
PAULO,2022-12-30 18:36:02,00:20:33,,One-Punch Man: Temporada 1: O mentor supremo (Episódio 5),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:21:56,00:21:56,BR (Brazil)
PAULO,2022-12-30 18:31:46,00:04:10,,One-Punch Man: Temporada 1: O ninja moderno (Episódio 4),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:22:00,00:22:00,BR (Brazil)
PAULO,2022-12-30 18:15:12,00:16:26,,One-Punch Man: Temporada 1: O ninja moderno (Episódio 4),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:17:52,Not latest view,BR (Brazil)
PAULO,2022-12-30 17:53:22,00:20:35,,One-Punch Man: Temporada 1: O cientista obstinado (Episódio 3),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:21:54,00:21:54,BR (Brazil)
PAULO,2022-12-30 17:32:36,00:20:38,,One-Punch Man: Temporada 1: O ciborgue solitário (Episódio 2),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:22:04,00:22:04,BR (Brazil)
PAULO,2022-12-30 17:09:47,00:21:16,,One-Punch Man: Temporada 1: O homem mais poderoso (Episódio 1),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:22:02,00:22:02,BR (Brazil)
PAULO,2022-12-30 17:09:34,00:00:03,Autoplayed: user action: None; ,One-Punch Man: Temporada 2: Monstro humano (Episódio 2),,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:20:27,Not latest view,BR (Brazil)
PAULO,2022-12-30 17:09:10,00:00:19,Autoplayed: user action: None; ,Aaron Paul - Breaking Bad: Season 2: Episode 1 - Talent Clip 2,PROMOTIONAL,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,00:00:19,00:00:19,BR (Brazil)
PAULO,2022-09-17 15:10:29,00:05:36,,Cyberpunk: Mercenários: Temporada 1: Decepção (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:05:31,00:05:31,BR (Brazil)
PAULO,2022-03-02 17:10:29,00:19:03,,One-Punch Man: Temporada 2: Monstro humano (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:20:29,Not latest view,BR (Brazil)
PAULO,2021-12-29 15:50:10,00:36:17,,Arcane: Temporada 1: O monstro que você criou (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:37:16,00:37:16,BR (Brazil)
PAULO,2021-11-30 22:09:30,00:36:51,,Arcane: Temporada 1: O monstro que você criou (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:40:05,Not latest view,BR (Brazil)
PAULO,2021-11-30 21:31:05,00:35:20,,Arcane: Temporada 1: Água e óleo (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:36:30,00:36:30,BR (Brazil)
PAULO,2021-11-30 20:52:33,00:35:08,,Arcane: Temporada 1: O garoto salvador (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:36:21,00:36:21,BR (Brazil)
PAULO,2021-11-30 20:39:29,00:11:37,,Arcane: Temporada 1: Quando as paredes desabam (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:38:25,00:38:25,BR (Brazil)
PAULO,2021-11-30 14:15:52,00:25:40,,Arcane: Temporada 1: Quando as paredes desabam (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:26:50,Not latest view,BR (Brazil)
PAULO,2021-11-30 14:08:31,00:07:59,,Arcane: Temporada 1: Todos querem ser meus inimigos (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:36:54,00:36:54,BR (Brazil)
PAULO,2021-11-30 11:50:25,00:13:05,,Arcane: Temporada 1: Todos querem ser meus inimigos (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:29:01,Not latest view,BR (Brazil)
PAULO,2021-11-30 10:16:55,00:16:30,,Arcane: Temporada 1: Todos querem ser meus inimigos (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:16:00,Not latest view,BR (Brazil)
PAULO,2021-11-30 09:59:55,00:17:37,,Arcane: Temporada 1: Feliz Dia do Progresso! (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:37:48,00:37:48,BR (Brazil)
PAULO,2021-11-30 03:33:54,00:19:47,,Arcane: Temporada 1: Feliz Dia do Progresso! (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:20:47,Not latest view,BR (Brazil)
PAULO,2021-11-30 02:55:21,00:38:32,,Arcane: Temporada 1: A violência é essencial para a mudança (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:39:49,00:39:49,BR (Brazil)
PAULO,2021-11-30 02:19:50,00:35:29,,Arcane: Temporada 1: Alguns mistérios não devem ser desvendados (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:36:42,00:36:42,BR (Brazil)
PAULO,2021-11-30 01:40:39,00:39:47,,Arcane: Temporada 1: Entrando na brincadeira (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:39:47,00:39:47,BR (Brazil)
PAULO,2021-11-27 10:30:52,00:14:12,,The Witcher: Temporada 1: O começo do fim (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:14:12,00:14:12,BR (Brazil)
PAULO,2021-01-10 16:57:14,00:19:43,,Bob Esponja: Temporada 5: Amigos espiões / Pilotagem consciente / Qual é o nome dele (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:19:43,00:19:43,BR (Brazil)
PAULO,2020-11-05 14:27:18,00:01:02,,Rick and Morty: Temporada 4: Rattlestar Ricklactica (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:01:00,00:01:00,BR (Brazil)
PAULO,2020-09-10 01:23:10,00:22:21,,Rick and Morty: Temporada 4: A grande missão (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:22:49,00:22:49,BR (Brazil)
PAULO,2020-09-10 00:58:46,00:22:06,,Rick and Morty: Temporada 4: Gravidez (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:22:32,00:22:32,BR (Brazil)
PAULO,2020-09-10 00:36:35,00:22:08,,Rick and Morty: Temporada 4: O tanque de ácido (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:22:39,00:22:39,BR (Brazil)
PAULO,2020-09-10 00:09:59,00:20:46,,Rick and Morty: Temporada 4: Os sugadores (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2020-09-09 23:48:32,00:21:25,,Rick and Morty: Temporada 4: Fãs do Rick (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:21:25,00:21:25,BR (Brazil)
PAULO,2020-07-26 21:02:44,00:00:05,,O Barco - Inferno no Mar,,Android DefaultWidevineL3Phone Android Phone,00:00:04,00:00:04,BR (Brazil)
PAULO,2020-06-05 03:16:56,00:21:29,,Rick and Morty: Temporada 1: Piloto (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:21:55,00:21:55,BR (Brazil)
PAULO,2020-06-05 02:54:26,00:22:16,,Rick and Morty: Temporada 1: Realidade alternativa (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:22:11,00:22:11,BR (Brazil)
PAULO,2020-06-05 02:54:07,00:00:07,,Rick and Morty: Temporada 2: TV interdimensional (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:14:04,00:14:04,BR (Brazil)
PAULO,2020-06-02 20:27:09,00:04:09,,Rick and Morty: Temporada 4: Rattlestar Ricklactica (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:04:37,Not latest view,BR (Brazil)
PAULO,2020-06-02 20:05:03,00:21:43,,Rick and Morty: Temporada 3: Pulverizadores de Mente do Morty (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:22:01,00:22:01,BR (Brazil)
PAULO,2020-06-02 19:36:23,00:21:12,,Rick and Morty: Temporada 3: A Ricktlântida confusão (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:21:11,00:21:11,BR (Brazil)
PAULO,2020-06-01 23:31:02,00:00:27,,Rick and Morty: Temporada 3: A Ricktlântida confusão (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:00:01,Not latest view,BR (Brazil)
PAULO,2020-05-30 17:27:22,00:21:15,,Rick and Morty: Temporada 4: Rattlestar Ricklactica (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:00:00,Not latest view,BR (Brazil)
PAULO,2020-05-29 15:28:26,00:15:24,,Rick and Morty: Temporada 3: A Ricktlântida confusão (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:22:09,Not latest view,BR (Brazil)
PAULO,2020-05-29 15:01:19,00:23:15,,Rick and Morty: Temporada 3: A Rickapunhalada Ricksalvação (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:23:14,00:23:14,BR (Brazil)
PAULO,2020-05-27 00:50:25,00:21:36,,Rick and Morty: Temporada 2: Olha quem está expurgando (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:21:57,00:21:57,BR (Brazil)
PAULO,2020-05-27 00:21:04,00:28:14,,Rick and Morty: Temporada 3: A Ricktlântida confusão (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:06:47,Not latest view,BR (Brazil)
PAULO,2020-05-26 23:58:21,00:22:28,,Rick and Morty: Temporada 3: Rickcurtindo a Pedra (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:22:31,00:22:31,BR (Brazil)
PAULO,2020-05-22 19:13:43,00:05:05,,Rick and Morty: Temporada 2: Assimilação autoerótica (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:05:07,00:05:07,BR (Brazil)
PAULO,2020-05-22 18:51:31,00:22:10,,Rick and Morty: Temporada 2: Expresso da meia-noite (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:22:37,00:22:37,BR (Brazil)
PAULO,2020-05-22 18:21:54,00:22:16,,Rick and Morty: Temporada 2: Fratura temporal (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:22:42,00:22:42,BR (Brazil)
PAULO,2020-05-22 17:59:51,00:21:48,,Rick and Morty: Temporada 1: Negócio arriscado (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:22:14,00:22:14,BR (Brazil)
PAULO,2020-05-22 17:12:00,00:21:53,,Rick and Morty: Temporada 1: Contatos imediatos (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:22:19,00:22:19,BR (Brazil)
PAULO,2020-05-22 16:50:08,00:21:42,,Rick and Morty: Temporada 1: Uma loja do diabo (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:22:12,00:22:12,BR (Brazil)
PAULO,2020-05-22 16:28:24,00:21:42,,Rick and Morty: Temporada 1: Realidade alternativa (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:22:08,Not latest view,BR (Brazil)
